source	target	interaction	directed	name	weight
UCguNAJf9XDShvf8RDRt7gjw	UC9wSXESC2YOCOcZkr4RAS3w	pp	true	Young Hollywood	13
UCguNAJf9XDShvf8RDRt7gjw	UCvSWpue05ed6kDviZe4cNTQ	pp	true	Young Hollywood	13
UCguNAJf9XDShvf8RDRt7gjw	UCeBcHboVAgOE6TVw0TPeZDg	pp	true	Young Hollywood	13
UCguNAJf9XDShvf8RDRt7gjw	UCUrJTuFfXKKjVYLKHYQpCOA	pp	true	Young Hollywood	13
UCguNAJf9XDShvf8RDRt7gjw	UCV-bDec0e7fbZLOvlBNYTow	pp	true	Young Hollywood	13
UCguNAJf9XDShvf8RDRt7gjw	UCsjIHm9OdgkdoPIMLA84jog	pp	true	Young Hollywood	13
UCvfjriBh19Ddej0thncagUA	UCAXLYcPBW3AJ52ZAhinOyFQ	pp	true	Lauren & Dennis	2
UCvfjriBh19Ddej0thncagUA	UCwuDqQjo53xnxWKRVfw_41w	pp	true	Lauren & Dennis	2
UCvfjriBh19Ddej0thncagUA	UCNa6darq0bmZ6kLtsliiWiA	pp	true	Lauren & Dennis	2
UCvfjriBh19Ddej0thncagUA	UCWeLPNowZvdzXwnCDxVyNEg	pp	true	Lauren & Dennis	2
UCvfjriBh19Ddej0thncagUA	UC5rBpVgv83gYPZ593XwQUsA	pp	true	Lauren & Dennis	2
UCvfjriBh19Ddej0thncagUA	UCNnbBA8Hxi0D-ys4sn55qPQ	pp	true	Lauren & Dennis	2
UCvfjriBh19Ddej0thncagUA	UCBBf76weOf-4p_cIzOd71hg	pp	true	Lauren & Dennis	2
UCvfjriBh19Ddej0thncagUA	UCK5OlUee3GVXV5QifSOfGzw	pp	true	Lauren & Dennis	2
UCfnuJv9BtpcuXULNAfyEVTw	UCeshOQloZqIw7rqtUebNbWQ	pp	true	SecretLifeofLauren	2
UCfnuJv9BtpcuXULNAfyEVTw	UCEqbLnH9n1Ys0yajgtBkHQw	pp	true	SecretLifeofLauren	2
UCfnuJv9BtpcuXULNAfyEVTw	UCoWYks77cYi-Ch6od8hpDgw	pp	true	SecretLifeofLauren	2
UCfnuJv9BtpcuXULNAfyEVTw	UCFdwWQp-UTxzQC9W-danP5g	pp	true	SecretLifeofLauren	2
UCfnuJv9BtpcuXULNAfyEVTw	UCCsb7DHyoV28bG_Zq1NFnBw	pp	true	SecretLifeofLauren	2
UCfnuJv9BtpcuXULNAfyEVTw	UCTpIgwqnsxRcAPKzCvPcjbQ	pp	true	SecretLifeofLauren	2
UCfnuJv9BtpcuXULNAfyEVTw	UCP8sohkxkQNq_SZ5blJE2ag	pp	true	SecretLifeofLauren	2
UCTpIgwqnsxRcAPKzCvPcjbQ	UCfnuJv9BtpcuXULNAfyEVTw	pp	true	Lauren	2
UCTpIgwqnsxRcAPKzCvPcjbQ	UCoWYks77cYi-Ch6od8hpDgw	pp	true	Lauren	2
UCTpIgwqnsxRcAPKzCvPcjbQ	UCFdwWQp-UTxzQC9W-danP5g	pp	true	Lauren	2
UCTpIgwqnsxRcAPKzCvPcjbQ	UCeshOQloZqIw7rqtUebNbWQ	pp	true	Lauren	2
UCNGSLqZab4TkgY8cnJQxgtA	UCtESv1e7ntJaLJYKIO1FoYw	pp	true	Def Churras	11
UCNGSLqZab4TkgY8cnJQxgtA	UCoxcjq-8xIDTYp3uz647V5A	pp	true	Def Churras	11
UCNGSLqZab4TkgY8cnJQxgtA	UCIThl1QA8ICaoYT630pn4IA	pp	true	Def Churras	11
UCIThl1QA8ICaoYT630pn4IA	UCvBqzzvUBLCs8Y7Axb-jZew	pp	true	Walter Masterson	2
UCIThl1QA8ICaoYT630pn4IA	UCtESv1e7ntJaLJYKIO1FoYw	pp	true	Walter Masterson	2
UCIThl1QA8ICaoYT630pn4IA	UC-YO7JkqlrBsgMGiAlqQ7Tg	pp	true	Walter Masterson	2
UCIThl1QA8ICaoYT630pn4IA	UCnQtJro3IurKlxp7XSPqpaA	pp	true	Walter Masterson	2
UCIThl1QA8ICaoYT630pn4IA	UCCAgrIbwcJ67zIow1pNF30A	pp	true	Walter Masterson	2
UCIThl1QA8ICaoYT630pn4IA	UC4_HPD_v8Id82lnBrX7w7lg	pp	true	Walter Masterson	2
UCIThl1QA8ICaoYT630pn4IA	UCP16wb-IThCVvM8D-Xx8HXA	pp	true	Walter Masterson	2
UC-YO7JkqlrBsgMGiAlqQ7Tg	UCtESv1e7ntJaLJYKIO1FoYw	pp	true	AlThompsonInc	7
UC-YO7JkqlrBsgMGiAlqQ7Tg	UCvBqzzvUBLCs8Y7Axb-jZew	pp	true	AlThompsonInc	7
UC-YO7JkqlrBsgMGiAlqQ7Tg	UCnQtJro3IurKlxp7XSPqpaA	pp	true	AlThompsonInc	7
UC-YO7JkqlrBsgMGiAlqQ7Tg	UCCAgrIbwcJ67zIow1pNF30A	pp	true	AlThompsonInc	7
UC-YO7JkqlrBsgMGiAlqQ7Tg	UC4_HPD_v8Id82lnBrX7w7lg	pp	true	AlThompsonInc	7
UCgC4Nn0rqqdeqACnzaIMo_Q	UCUK0HBIBWgM2c4vsPhkYY4w	pp	true	Aaron Michael King	3
UC2DjFE7Xf11URZqWBigcVOQ	UCkGvUEt8iQLmq3aJIMjT2qQ	pp	true	Super Oleg Videos	5
UC2DjFE7Xf11URZqWBigcVOQ	UCr-cm90DwFJC0W3f9jBs5jA	pp	true	Super Oleg Videos	5
UC2DjFE7Xf11URZqWBigcVOQ	UCosnWgi3eorc1klEQ8pIgJQ	pp	true	Super Oleg Videos	5
UC2DjFE7Xf11URZqWBigcVOQ	UCiqd3GLTluk2s_IBt7p_LjA	pp	true	Super Oleg Videos	5
UC2DjFE7Xf11URZqWBigcVOQ	UClTpDNIOtgfRkyT-AFGNWVw	pp	true	Super Oleg Videos	5
UC2DjFE7Xf11URZqWBigcVOQ	UCOTPsWDzNAosVd6vc3pCPHQ	pp	true	Super Oleg Videos	5
UC2DjFE7Xf11URZqWBigcVOQ	UCMLgHbpJ8qYqj3CkdbvC0Ww	pp	true	Super Oleg Videos	5
UC2DjFE7Xf11URZqWBigcVOQ	UCyFA2qeZGoHgUEi_rN9De-w	pp	true	Super Oleg Videos	5
UC2DjFE7Xf11URZqWBigcVOQ	UCVTg2WLM2oIvWORb5bLFSzw	pp	true	Super Oleg Videos	5
UC2DjFE7Xf11URZqWBigcVOQ	UC75HTMhqVZs0sPOMTMQqI9g	pp	true	Super Oleg Videos	5
UC966ccV08PVAmZRhcC0SU8Q	UCFHMw64uu66VKPXq5gh29IQ	pp	true	ExtremeCostumes	4
UC966ccV08PVAmZRhcC0SU8Q	UCivA7_KLKWo43tFcCkFvydw	pp	true	ExtremeCostumes	4
UC966ccV08PVAmZRhcC0SU8Q	UCIgKGGJkt1MrNmhq3vRibYA	pp	true	ExtremeCostumes	4
UC966ccV08PVAmZRhcC0SU8Q	UCmb8hO2ilV9vRa8cilis88A	pp	true	ExtremeCostumes	4
UC966ccV08PVAmZRhcC0SU8Q	UCHnyfMqiRRG1u-2MsSQLbXA	pp	true	ExtremeCostumes	4
UCKLIIdKEpjAnn8E76KP7sQg	UCDmxnPem-pPfJQATIkfgY2Q	pp	true	FastLaneDaily	3
UCKLIIdKEpjAnn8E76KP7sQg	UCZomvsWDOp5bYKNfhGneA-g	pp	true	FastLaneDaily	3
UCKLIIdKEpjAnn8E76KP7sQg	UCzOubkcLi46kvtlfDCI1nTg	pp	true	FastLaneDaily	3
UCKLIIdKEpjAnn8E76KP7sQg	UC6wPog0EFty3ld5afJi0HZw	pp	true	FastLaneDaily	3
UClTpDNIOtgfRkyT-AFGNWVw	UCM09oeJcaGmqzRWd8Pw4CVw	pp	true	Hillside Media	8
UCckETVOT59aYw80B36aP9vw	UCPAD3kFSwVNFlFsqW5jEnSw	pp	true	waxandherbalt	4
UCckETVOT59aYw80B36aP9vw	UCjA8vRlL1c7BDixQRJ39-LQ	pp	true	waxandherbalt	4
UCckETVOT59aYw80B36aP9vw	UCn7lavsPdVGV0qmEEBT6NyA	pp	true	waxandherbalt	4
UCckETVOT59aYw80B36aP9vw	UCCsdIja21VT7AKkbVI5y8bQ	pp	true	waxandherbalt	4
UCckETVOT59aYw80B36aP9vw	UC3_VCOJMaivgcGqPCTePLBA	pp	true	waxandherbalt	4
UCckETVOT59aYw80B36aP9vw	UCivA7_KLKWo43tFcCkFvydw	pp	true	waxandherbalt	4
UCckETVOT59aYw80B36aP9vw	UCJdKr0Bgd_5saZYqLCa9mng	pp	true	waxandherbalt	4
UCM09oeJcaGmqzRWd8Pw4CVw	UClTpDNIOtgfRkyT-AFGNWVw	pp	true	DaveReinholdTV	5
UCSY6p1ZwMs0lW2XP7Zc7k9g	UC1zZE_kJ8rQHgLTVfobLi_g	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCQ9e0JHba7ApNz_-HL-p_6A	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCc4lFNN1eR5Qf1JMUgECaKg	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UC0J6JrZZkSWgGclGlDIv_Mw	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCnC49J9P-2VJ6Ult7_wQoFg	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCIKzUKkh7XtnSYPW0AJb-9w	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCFtc3XdXgLFwhlDajMGK69w	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCivA7_KLKWo43tFcCkFvydw	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCotwjyJnb-4KW7bmsOoLfkg	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UC0UBzwD_F_l1VWBPt7LNHOQ	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCXskbKF0uBSVtH8gActuVMg	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCNILR1T-x7LvnDi0XqYg4Bg	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UC4hSMRoJQit1eu8nhlM-7rQ	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCPv6_GljwnFHvHWcsU074qQ	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCfCKUsN2HmXfjiOJc7z7xBw	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UCOJ6RAbky9AMPBrVzBl3jPQ	pp	true	psyfile	3
UCSY6p1ZwMs0lW2XP7Zc7k9g	UC5eVAqIMYef7YQ9QrXKpfjA	pp	true	psyfile	3
UCabaQPYxxKepWUsEVQMT4Kw	UCGaVdbSav8xWuFWTadK6loA	pp	true	PhilosophyFile	3
UCabaQPYxxKepWUsEVQMT4Kw	UCX6b17PVsYBQ0ip5gyeme-Q	pp	true	PhilosophyFile	3
UCabaQPYxxKepWUsEVQMT4Kw	UCZYTClx2T1of7BRZ86-8fow	pp	true	PhilosophyFile	3
UCabaQPYxxKepWUsEVQMT4Kw	UCmQThz1OLYt8mb2PU540LOA	pp	true	PhilosophyFile	3
UCabaQPYxxKepWUsEVQMT4Kw	UCkxMlA7rt-mnIc1AjbyAsPw	pp	true	PhilosophyFile	3
UCabaQPYxxKepWUsEVQMT4Kw	UCXfbQAimgtbk4RAUHtIAUww	pp	true	PhilosophyFile	3
UCosnWgi3eorc1klEQ8pIgJQ	UCuIyF_zW8-CRfWG_JjGCDrQ	pp	true	wordsoftheworld	6
UCosnWgi3eorc1klEQ8pIgJQ	UCV5vCi3jPJdURZwAOO_FNfQ	pp	true	wordsoftheworld	6
UCosnWgi3eorc1klEQ8pIgJQ	UC2DjFE7Xf11URZqWBigcVOQ	pp	true	wordsoftheworld	6
UCosnWgi3eorc1klEQ8pIgJQ	UCiqd3GLTluk2s_IBt7p_LjA	pp	true	wordsoftheworld	6
UCosnWgi3eorc1klEQ8pIgJQ	UCaEgw3321ct_PE4PJvdhXEQ	pp	true	wordsoftheworld	6
UCosnWgi3eorc1klEQ8pIgJQ	UCJ0-OtVpF0wOKEqT2Z1HEtA	pp	true	wordsoftheworld	6
UCosnWgi3eorc1klEQ8pIgJQ	UCivA7_KLKWo43tFcCkFvydw	pp	true	wordsoftheworld	6
UCosnWgi3eorc1klEQ8pIgJQ	UClTpDNIOtgfRkyT-AFGNWVw	pp	true	wordsoftheworld	6
UCiikqsFCXlqh4lPxHvoDEJw	UCLzGy8xSEod36lsWhHG6KxQ	pp	true	The Slow Mo Guys 2	1
UCiikqsFCXlqh4lPxHvoDEJw	UCrgd8qJ7CE97PSaPJySR6wA	pp	true	The Slow Mo Guys 2	1
UCiikqsFCXlqh4lPxHvoDEJw	UC5osBrdtaRKkwnc7atoig5Q	pp	true	The Slow Mo Guys 2	1
UCiikqsFCXlqh4lPxHvoDEJw	UC9Y7eDmStYYZjESE-7NA3Ng	pp	true	The Slow Mo Guys 2	1
UCiikqsFCXlqh4lPxHvoDEJw	UCWEW3fKtRLBfpiQ1gxzUSRA	pp	true	The Slow Mo Guys 2	1
UCiikqsFCXlqh4lPxHvoDEJw	UCl9OJE9OpXui-gRsnWjSrlA	pp	true	The Slow Mo Guys 2	1
UCiikqsFCXlqh4lPxHvoDEJw	UCahPXX_NxKaf2i67aYMaahA	pp	true	The Slow Mo Guys 2	1
UCiikqsFCXlqh4lPxHvoDEJw	UCyrCDIkJlTQTVb20xBPsAVA	pp	true	The Slow Mo Guys 2	1
UCiikqsFCXlqh4lPxHvoDEJw	UCktDiBBaMFLwOpGNlr7Qg4Q	pp	true	The Slow Mo Guys 2	1
UCiikqsFCXlqh4lPxHvoDEJw	UCjW-IISzIFrw1bNFgSl1hYw	pp	true	The Slow Mo Guys 2	1
UCiikqsFCXlqh4lPxHvoDEJw	UCFh_U-ed1i-n6bKhZeg7lrA	pp	true	The Slow Mo Guys 2	1
UCiikqsFCXlqh4lPxHvoDEJw	UCw2SbtOH0K9AjQTbIRI6cqA	pp	true	The Slow Mo Guys 2	1
UCMdOWi6nBZJ3Q0tHNQIOUVA	UCahPXX_NxKaf2i67aYMaahA	pp	true	EEVblog	28
UCMdOWi6nBZJ3Q0tHNQIOUVA	UC2DjFE7Xf11URZqWBigcVOQ	pp	true	EEVblog	28
UCMdOWi6nBZJ3Q0tHNQIOUVA	UCivA7_KLKWo43tFcCkFvydw	pp	true	EEVblog	28
UCtVVH0b-Xl5O_JeE9LM7HMQ	UCj6u35zbtLP80y4oh7BuRoA	pp	true	bionerd23	2
UCtVVH0b-Xl5O_JeE9LM7HMQ	UCoNqsdWJDhvOYR9ANHtX29g	pp	true	bionerd23	2
UCtVVH0b-Xl5O_JeE9LM7HMQ	UCfCKUsN2HmXfjiOJc7z7xBw	pp	true	bionerd23	2
UCtVVH0b-Xl5O_JeE9LM7HMQ	UCSY6p1ZwMs0lW2XP7Zc7k9g	pp	true	bionerd23	2
UCtVVH0b-Xl5O_JeE9LM7HMQ	UC-8cfvaQta4zW_0qR4VyRAA	pp	true	bionerd23	2
UCtVVH0b-Xl5O_JeE9LM7HMQ	UC-4MXKtWLteWNZg5ij-gnkA	pp	true	bionerd23	2
UCtVVH0b-Xl5O_JeE9LM7HMQ	UCm_Fbx0tAqAOB3cA4d1GnXw	pp	true	bionerd23	2
UCtVVH0b-Xl5O_JeE9LM7HMQ	UCsN_XAQFdI35C9JFhGuZpSg	pp	true	bionerd23	2
UCtVVH0b-Xl5O_JeE9LM7HMQ	UCMdOWi6nBZJ3Q0tHNQIOUVA	pp	true	bionerd23	2
UCtVVH0b-Xl5O_JeE9LM7HMQ	UCxGiVnL7P94cm36TU1IiokA	pp	true	bionerd23	2
UCtVVH0b-Xl5O_JeE9LM7HMQ	UCs1wIf6guMyXjED-AY4W5sg	pp	true	bionerd23	2
UCtVVH0b-Xl5O_JeE9LM7HMQ	UCcDpEbrETwvQfJxnpqY6idw	pp	true	bionerd23	2
UC6GeDu1HXL3hMwPndpAhhWg	UCivA7_KLKWo43tFcCkFvydw	pp	true	mrpete222	18
UC6GeDu1HXL3hMwPndpAhhWg	UC2DjFE7Xf11URZqWBigcVOQ	pp	true	mrpete222	18
UC6GeDu1HXL3hMwPndpAhhWg	UCckETVOT59aYw80B36aP9vw	pp	true	mrpete222	18
UC6GeDu1HXL3hMwPndpAhhWg	UC1zZE_kJ8rQHgLTVfobLi_g	pp	true	mrpete222	18
UC6GeDu1HXL3hMwPndpAhhWg	UCj_XaV1ss-qdD-lPUtTEcXw	pp	true	mrpete222	18
UC6GeDu1HXL3hMwPndpAhhWg	UCFOM5TvYMxeExoyxoUp8ipg	pp	true	mrpete222	18
UC6GeDu1HXL3hMwPndpAhhWg	UCAMZOHjmiInGYjOplGhU38g	pp	true	mrpete222	18
UC6GeDu1HXL3hMwPndpAhhWg	UChWv6Pn_zP0rI6lgGt3MyfA	pp	true	mrpete222	18
UC6GeDu1HXL3hMwPndpAhhWg	UCQ9e0JHba7ApNz_-HL-p_6A	pp	true	mrpete222	18
UCbdSYaPD-lr1kW27UJuk8Pw	UCUeCRVgHHvOGzLD5B-MUSJw	pp	true	Jeri Ellsworth	8
UCDbdpVSfdIPvCcrnwUBCtQA	UCbdSYaPD-lr1kW27UJuk8Pw	pp	true	Matthias Wandel	14
UCDbdpVSfdIPvCcrnwUBCtQA	UCBQx7d41jTkjnsO4C_tui9w	pp	true	Matthias Wandel	14
UCDbdpVSfdIPvCcrnwUBCtQA	UCMnPZh6PyA5PSYoNt0cjuxg	pp	true	Matthias Wandel	14
UCDbdpVSfdIPvCcrnwUBCtQA	UCUHW94eEFW7hkUMVaZz4eDg	pp	true	Matthias Wandel	14
UCDbdpVSfdIPvCcrnwUBCtQA	UCeiYXex_fwgYDonaTcSIk6w	pp	true	Matthias Wandel	14
UCDbdpVSfdIPvCcrnwUBCtQA	UCYjyn7yoe0w8OcMu75kvXDQ	pp	true	Matthias Wandel	14
UCDbdpVSfdIPvCcrnwUBCtQA	UCXwjsE04B3oXnteUD6GzGtg	pp	true	Matthias Wandel	14
UCDbdpVSfdIPvCcrnwUBCtQA	UC52YiF_-JnZN9sOurIBaCTg	pp	true	Matthias Wandel	14
UC52hytXteCKmuOzMViTK8_w	UCcgQKObwkjmg93KBYSDGJLg	pp	true	Jeri Ellsworth	2
UC52hytXteCKmuOzMViTK8_w	UCaVPhFg-Ax873wvhbNitsrQ	pp	true	Jeri Ellsworth	2
UC52hytXteCKmuOzMViTK8_w	UCbdSYaPD-lr1kW27UJuk8Pw	pp	true	Jeri Ellsworth	2
UC52hytXteCKmuOzMViTK8_w	UCQX_MZRCaluNKxkywkLEgfA	pp	true	Jeri Ellsworth	2
UC52hytXteCKmuOzMViTK8_w	UCa3DVlGH2_QhvwuWlPa6MDQ	pp	true	Jeri Ellsworth	2
UC52hytXteCKmuOzMViTK8_w	UCGKzjVZGdJ0YmUqg42xfO5w	pp	true	Jeri Ellsworth	2
UC52hytXteCKmuOzMViTK8_w	UC-ihtKdODqNE7iPISJD3DnA	pp	true	Jeri Ellsworth	2
UCrqBVoZ9NyC7-eMwtf35rWg	UCcm33l460hvUiKWztuMYHHg	pp	true	RimstarOrg	20
UCwTZ-JLF5FQ3EmQ2nPaS-lg	UCX6b17PVsYBQ0ip5gyeme-Q	pp	true	Healthcare Triage	10
UCwTZ-JLF5FQ3EmQ2nPaS-lg	UCGAL9TcH76MBKR5hywFZ4CA	pp	true	Healthcare Triage	10
UCwTZ-JLF5FQ3EmQ2nPaS-lg	UCxO1tY8h1AhOz0T4ENwmpow	pp	true	Healthcare Triage	10
UCrMePiHCWG4Vwqv3t7W9EFg	UCZYTClx2T1of7BRZ86-8fow	pp	true	Afrotechmods	9
UCrMePiHCWG4Vwqv3t7W9EFg	UCRFIPG2u1DxKLNuE3y2SjHA	pp	true	Afrotechmods	9
UCrMePiHCWG4Vwqv3t7W9EFg	UCUdettijNYvLAm4AixZv4RA	pp	true	Afrotechmods	9
UCmQThz1OLYt8mb2PU540LOA	UCGaVdbSav8xWuFWTadK6loA	pp	true	RODALCO2007	22
UCmQThz1OLYt8mb2PU540LOA	UCX6b17PVsYBQ0ip5gyeme-Q	pp	true	RODALCO2007	22
UCmQThz1OLYt8mb2PU540LOA	UCZYTClx2T1of7BRZ86-8fow	pp	true	RODALCO2007	22
UCmQThz1OLYt8mb2PU540LOA	UCkyfHZ6bY2TjqbJhiH8Y2QQ	pp	true	RODALCO2007	22
UCmQThz1OLYt8mb2PU540LOA	UCkxMlA7rt-mnIc1AjbyAsPw	pp	true	RODALCO2007	22
UCmQThz1OLYt8mb2PU540LOA	UCabaQPYxxKepWUsEVQMT4Kw	pp	true	RODALCO2007	22
UCmQThz1OLYt8mb2PU540LOA	UCXfbQAimgtbk4RAUHtIAUww	pp	true	RODALCO2007	22
UCkxMlA7rt-mnIc1AjbyAsPw	UC6iWKC08iw9K-R6Wh5pbZNQ	pp	true	tesla500	6
UCFqaprvZ2K5JOULCvr18NTQ	UCc8hAiwjYf3WQpZFbknby_Q	pp	true	Makerj101	6
UCFqaprvZ2K5JOULCvr18NTQ	UCnCnrEWgIa5wincNJp_GKpA	pp	true	Makerj101	6
UCFqaprvZ2K5JOULCvr18NTQ	UCGaVdbSav8xWuFWTadK6loA	pp	true	Makerj101	6
UCFqaprvZ2K5JOULCvr18NTQ	UCkyfHZ6bY2TjqbJhiH8Y2QQ	pp	true	Makerj101	6
UCFqaprvZ2K5JOULCvr18NTQ	UCkxMlA7rt-mnIc1AjbyAsPw	pp	true	Makerj101	6
UCFqaprvZ2K5JOULCvr18NTQ	UCabaQPYxxKepWUsEVQMT4Kw	pp	true	Makerj101	6
UCFqaprvZ2K5JOULCvr18NTQ	UCZYTClx2T1of7BRZ86-8fow	pp	true	Makerj101	6
UCFqaprvZ2K5JOULCvr18NTQ	UCX6b17PVsYBQ0ip5gyeme-Q	pp	true	Makerj101	6
UCFqaprvZ2K5JOULCvr18NTQ	UCmQThz1OLYt8mb2PU540LOA	pp	true	Makerj101	6
UCFqaprvZ2K5JOULCvr18NTQ	UCpZ5qUqpW4hW4zdfuBxMSJA	pp	true	Makerj101	6
UC1Nj4gkoi_n5eCcrKCVOXKA	UCZYTClx2T1of7BRZ86-8fow	pp	true	BenNBuilds	2
UCLBvNztuX67n_hU3M4twdFw	UCqoy014xOu7ICwgLWHd9BzQ	pp	true	Paul Barbato	1
UC3EWaB0SusKlnTouzSyZyWw	UCXtxgWwk55kVJo9lCCZRdmg	pp	true	QuantumFracture	19
UC3EWaB0SusKlnTouzSyZyWw	UCGRB1ZjIqAiaGwt-XLq9CnA	pp	true	QuantumFracture	19
UC3EWaB0SusKlnTouzSyZyWw	UCHnyfMqiRRG1u-2MsSQLbXA	pp	true	QuantumFracture	19
UC3EWaB0SusKlnTouzSyZyWw	UC2LZO6swZ9SLUEOks3WnsfA	pp	true	QuantumFracture	19
UCEozHN2uoprBmM2LSDDS7ew	UCGaVdbSav8xWuFWTadK6loA	pp	true	Tippe Top Physics	3
UCEozHN2uoprBmM2LSDDS7ew	UCLoj4Tgw6-QbDyyATAyZTlw	pp	true	Tippe Top Physics	3
UCEozHN2uoprBmM2LSDDS7ew	UC21oqMslDhUvQ_HM8EtX03Q	pp	true	Tippe Top Physics	3
UCEozHN2uoprBmM2LSDDS7ew	UCIJ6_pI8ZBc_xVMPYzwQz9g	pp	true	Tippe Top Physics	3
UCEozHN2uoprBmM2LSDDS7ew	UCLCmJiSbIoa_ZFiBOBDf6ZA	pp	true	Tippe Top Physics	3
UC1RVRAdiSH4qxjBgxm_plng	UCGaVdbSav8xWuFWTadK6loA	pp	true	CdeCiencia	12
UC1RVRAdiSH4qxjBgxm_plng	UCX6b17PVsYBQ0ip5gyeme-Q	pp	true	CdeCiencia	12
UC1RVRAdiSH4qxjBgxm_plng	UCpZ5qUqpW4hW4zdfuBxMSJA	pp	true	CdeCiencia	12
UC1RVRAdiSH4qxjBgxm_plng	UCZYTClx2T1of7BRZ86-8fow	pp	true	CdeCiencia	12
UC1RVRAdiSH4qxjBgxm_plng	UCabaQPYxxKepWUsEVQMT4Kw	pp	true	CdeCiencia	12
UC1RVRAdiSH4qxjBgxm_plng	UCmQThz1OLYt8mb2PU540LOA	pp	true	CdeCiencia	12
UCUdettijNYvLAm4AixZv4RA	UCZYTClx2T1of7BRZ86-8fow	pp	true	collectivecadenza	1
UCUdettijNYvLAm4AixZv4RA	UCrMePiHCWG4Vwqv3t7W9EFg	pp	true	collectivecadenza	1
UCUdettijNYvLAm4AixZv4RA	UCRFIPG2u1DxKLNuE3y2SjHA	pp	true	collectivecadenza	1
UCUdettijNYvLAm4AixZv4RA	UCX6b17PVsYBQ0ip5gyeme-Q	pp	true	collectivecadenza	1
UCRFIPG2u1DxKLNuE3y2SjHA	UCZYTClx2T1of7BRZ86-8fow	pp	true	Michael Aranda	6
UCRFIPG2u1DxKLNuE3y2SjHA	UCrMePiHCWG4Vwqv3t7W9EFg	pp	true	Michael Aranda	6
UCRFIPG2u1DxKLNuE3y2SjHA	UC1Nj4gkoi_n5eCcrKCVOXKA	pp	true	Michael Aranda	6
UCRFIPG2u1DxKLNuE3y2SjHA	UCX6b17PVsYBQ0ip5gyeme-Q	pp	true	Michael Aranda	6
UCjkUQ-_fGADyBYrIWviibmg	UCpo_DqbwM6THTXGGY4AsXOQ	pp	true	Thought Caf\xc3\xa9	2
UCjkUQ-_fGADyBYrIWviibmg	UCX6b17PVsYBQ0ip5gyeme-Q	pp	true	Thought Caf\xc3\xa9	2
UCjkUQ-_fGADyBYrIWviibmg	UCZYTClx2T1of7BRZ86-8fow	pp	true	Thought Caf\xc3\xa9	2
UCjkUQ-_fGADyBYrIWviibmg	UCrMePiHCWG4Vwqv3t7W9EFg	pp	true	Thought Caf\xc3\xa9	2
UCjkUQ-_fGADyBYrIWviibmg	UCUdettijNYvLAm4AixZv4RA	pp	true	Thought Caf\xc3\xa9	2
UCjkUQ-_fGADyBYrIWviibmg	UCzR-rom72PHN9Zg7RML9EbA	pp	true	Thought Caf\xc3\xa9	2
UCjkUQ-_fGADyBYrIWviibmg	UC1Nj4gkoi_n5eCcrKCVOXKA	pp	true	Thought Caf\xc3\xa9	2
UCjkUQ-_fGADyBYrIWviibmg	UCabaQPYxxKepWUsEVQMT4Kw	pp	true	Thought Caf\xc3\xa9	2
UCjkUQ-_fGADyBYrIWviibmg	UCmQThz1OLYt8mb2PU540LOA	pp	true	Thought Caf\xc3\xa9	2
UCzR-rom72PHN9Zg7RML9EbA	UC7_gcs09iThXybpVgjHZ_7g	pp	true	SciShow Space	11
UCzR-rom72PHN9Zg7RML9EbA	UCq6OAftTQOuUBRdtUDq5SUA	pp	true	SciShow Space	11
UCzR-rom72PHN9Zg7RML9EbA	UCs4aHmggTfFrpkPcWSaBN9g	pp	true	SciShow Space	11
UCzR-rom72PHN9Zg7RML9EbA	UCH4BNI0-FOK2dMXoFtViWHw	pp	true	SciShow Space	11
UCzR-rom72PHN9Zg7RML9EbA	UC7DdEm33SyaTDtWYGO2CwdA	pp	true	SciShow Space	11
UCzR-rom72PHN9Zg7RML9EbA	UC-3SbfTPJsL8fJAPKiVqBLg	pp	true	SciShow Space	11
UCzR-rom72PHN9Zg7RML9EbA	UCt_t6FwNsqr3WWoL6dFqG9w	pp	true	SciShow Space	11
UCzR-rom72PHN9Zg7RML9EbA	UCHiZFOa_ZrLwYmxbTaUaKEA	pp	true	SciShow Space	11
UCzR-rom72PHN9Zg7RML9EbA	UCdJ9oJ2GUF8Vmb-G63ldGWg	pp	true	SciShow Space	11
